,prob_False,prob_True
0,0.9057345666017498,0.09426543339825023
1,0.833407809131907,0.16659219086809302
2,0.8681118323426809,0.13188816765731917
3,0.8396101191969352,0.16038988080306485
4,0.15744960103712113,0.8425503989628789
5,0.85031152810467,0.14968847189533
6,0.5102886341007326,0.48971136589926745
7,0.8514561266771371,0.14854387332286292
8,0.8464692849159583,0.15353071508404165
9,0.8476837023738781,0.15231629762612192
10,0.773439865925648,0.22656013407435205
11,0.8953952085263908,0.10460479147360922
12,0.40716526308346823,0.5928347369165318
13,0.7675204810401652,0.2324795189598347
14,0.8472060299812079,0.15279397001879208
15,0.7065395984495946,0.2934604015504054
16,0.7186819357007127,0.2813180642992873
17,0.8476885663552749,0.15231143364472507
18,0.9041930920992115,0.09580690790078854
19,0.034829610471091565,0.9651703895289084
20,0.14803237084269938,0.8519676291573006
21,0.2470227995985772,0.7529772004014228
22,0.8752689198566497,0.12473108014335037
23,0.7981123140972761,0.20188768590272393
24,0.3282427917928189,0.6717572082071811
25,0.8815083802793602,0.11849161972063987
26,0.8313648034135035,0.16863519658649645
27,0.891091217773379,0.10890878222662104
28,0.7977926376312539,0.2022073623687461
29,0.6965699364097153,0.3034300635902847
30,0.7774584811352343,0.22254151886476575
31,0.791018704364149,0.20898129563585105
32,0.7170872005533147,0.28291279944668535
33,0.8845687458165727,0.11543125418342721
34,0.783613127919772,0.21638687208022803
35,0.16776762647088939,0.8322323735291106
36,0.8370566162471231,0.1629433837528768
37,0.7981102909854061,0.2018897090145939
38,0.17474870122287567,0.8252512987771243
39,0.19975014708142025,0.8002498529185798
40,0.7230310389046486,0.27696896109535146
41,0.8369556623896914,0.1630443376103086
42,0.739876423495831,0.26012357650416895
43,0.6157518702587006,0.38424812974129946
44,0.7023086844564301,0.29769131554356987
45,0.6502424893393156,0.3497575106606844
46,0.8269644388707333,0.17303556112926666
47,0.6029443447876645,0.39705565521233555
48,0.7498294272554895,0.25017057274451054
49,0.18929065840596893,0.8107093415940311
50,0.5673504178680819,0.432649582131918
51,0.7798643455462794,0.22013565445372066
52,0.7744657185652857,0.2255342814347143
53,0.2749406398335599,0.7250593601664401
54,0.8073124754612335,0.19268752453876645
55,0.8660028426055185,0.13399715739448145
56,0.03311796672822165,0.9668820332717784
57,0.8401429455037314,0.15985705449626864
58,0.8643333805448244,0.13566661945517552
59,0.18779903850102486,0.8122009614989751
60,0.7806278161637249,0.21937218383627513
61,0.8113562484390672,0.18864375156093285
62,0.5972258929192387,0.4027741070807613
63,0.8298130597463913,0.17018694025360867
64,0.8725057718086255,0.1274942281913744
65,0.8621145679310506,0.1378854320689494
66,0.8102599003429134,0.18974009965708666
67,0.8573662615894974,0.14263373841050264
68,0.8756609191012166,0.12433908089878341
69,0.7339218595691006,0.26607814043089945
70,0.16465006108718772,0.8353499389128123
71,0.6530540836703056,0.3469459163296944
72,0.8357424439197996,0.16425755608020043
73,0.7414768665558067,0.25852313344419336
74,0.1663217568117219,0.8336782431882781
75,0.8133107812832294,0.18668921871677052
76,0.8042486347518326,0.19575136524816736
77,0.3061573633653971,0.6938426366346029
78,0.23528296267643167,0.7647170373235683
79,0.8694099158475387,0.13059008415246132
80,0.7729717286060069,0.22702827139399306
81,0.6139341354991485,0.3860658645008514
82,0.7713947111450363,0.22860528885496362
83,0.9257388335104246,0.07426116648957531
84,0.7177453535260171,0.2822546464739829
85,0.845728173012886,0.15427182698711395
86,0.15448534049068074,0.8455146595093193
87,0.04203703311331208,0.9579629668866879
88,0.881976334067259,0.11802366593274106
89,0.7595202858894687,0.24047971411053123
90,0.4559110633792943,0.5440889366207057
91,0.709042629415207,0.29095737058479293
92,0.868623771817273,0.131376228182727
93,0.8046000289061264,0.1953999710938737
94,0.868465097519924,0.13153490248007602
95,0.020305922247556785,0.9796940777524432
96,0.8486179796162033,0.15138202038379664
97,0.8583382953014973,0.14166170469850276
98,0.8748629346972753,0.12513706530272473
99,0.07211090309163071,0.9278890969083693
100,0.8675442047522063,0.13245579524779372
101,0.036413775658798886,0.9635862243412011
102,0.7445381742675876,0.2554618257324124
103,0.9019699673447783,0.09803003265522166
104,0.8588817978142511,0.14111820218574894
105,0.8054512925876653,0.19454870741233463
106,0.8865160711154979,0.11348392888450212
107,0.7762210312652773,0.22377896873472267
108,0.8128535046249301,0.18714649537506986
109,0.15840834696560435,0.8415916530343956
110,0.25010812545877903,0.749891874541221
111,0.6549123573716367,0.3450876426283634
112,0.398467048510026,0.601532951489974
113,0.8855347038213899,0.1144652961786101
114,0.6592361155494398,0.34076388445056016
115,0.48614864196988117,0.5138513580301188
116,0.8695971072423418,0.1304028927576581
117,0.6977243682976231,0.302275631702377
118,0.8749885930273016,0.12501140697269839
119,0.8096206626022859,0.190379337397714
120,0.289761148782701,0.710238851217299
121,0.8074159622206607,0.19258403777933936
122,0.43648912184827593,0.5635108781517241
123,0.18744844579589337,0.8125515542041066
124,0.26353543264178436,0.7364645673582156
125,0.8802197947156266,0.1197802052843734
126,0.6655299951798668,0.3344700048201332
127,0.8792648486255417,0.12073515137445828
128,0.8319733513495435,0.16802664865045644
129,0.2608188710590633,0.7391811289409367
130,0.8806498640348328,0.11935013596516719
131,0.858830700967257,0.14116929903274303
132,0.7732037070225668,0.22679629297743314
133,0.769511665878901,0.2304883341210991
134,0.9039554370992611,0.0960445629007389
135,0.09488764246058945,0.9051123575394106
136,0.6809397507575973,0.3190602492424027
137,0.9061951543157027,0.09380484568429726
138,0.7174715105137903,0.2825284894862097
139,0.5460425713497251,0.4539574286502749
140,0.7735154403025669,0.22648455969743306
141,0.8797480338544955,0.12025196614550444
142,0.853257407288458,0.14674259271154197
143,0.6517494688557111,0.348250531144289
144,0.8479524139574965,0.15204758604250343
145,0.46187461462195,0.53812538537805
146,0.8678093073548283,0.13219069264517175
147,0.813491113075647,0.18650888692435302
148,0.6255863367981687,0.3744136632018313
149,0.8156897450670806,0.18431025493291944
150,0.8540338714490947,0.14596612855090535
151,0.9077262996600027,0.09227370033999731
152,0.6118301895910581,0.388169810408942
153,0.5881307951146626,0.41186920488533746
154,0.760330855754519,0.23966914424548105
155,0.8554794267419525,0.1445205732580475
156,0.7664144040678014,0.23358559593219863
157,0.6624736358585468,0.33752636414145326
158,0.7004973385355266,0.2995026614644734
159,0.6695365765236823,0.3304634234763177
160,0.8322936975866613,0.1677063024133387
161,0.8398771560114102,0.16012284398858972
162,0.8337835590855227,0.16621644091447735
163,0.6034351010439977,0.39656489895600233
164,0.7794646873141116,0.2205353126858885
165,0.817811080557532,0.18218891944246798
166,0.6153031195037032,0.3846968804962968
167,0.8895522037462347,0.11044779625376529
168,0.8946764632921227,0.10532353670787732
169,0.8169411851290506,0.18305881487094944
170,0.8358050349264132,0.16419496507358672
171,0.532878843300684,0.467121156699316
172,0.8161315037952497,0.18386849620475026
173,0.773954624663939,0.22604537533606092
174,0.22816510324151895,0.771834896758481
175,0.7200970343969675,0.2799029656030325
176,0.6417213126884114,0.3582786873115886
177,0.8693453280746599,0.13065467192534003
178,0.17077726291708095,0.829222737082919
179,0.41430714913419275,0.5856928508658072
180,0.7308068621960427,0.26919313780395726
181,0.7532027653404119,0.2467972346595882
182,0.8685910206898856,0.1314089793101144
183,0.765125476732335,0.23487452326766506
184,0.8747763514155459,0.12522364858445412
185,0.6896327377624298,0.31036726223757016
186,0.7914394236655564,0.20856057633444358
187,0.6372171594726069,0.36278284052739307
188,0.8453450635024393,0.15465493649756074
189,0.7633024812460056,0.23669751875399433
190,0.47285844156963086,0.5271415584303691
191,0.9235361387742497,0.07646386122575034
192,0.866570162151112,0.13342983784888796
193,0.30312100873271686,0.6968789912672831
194,0.8540952858236863,0.14590471417631373
195,0.8791491953430016,0.12085080465699842
196,0.8893486292694089,0.11065137073059104
197,0.6738617102329352,0.32613828976706477
198,0.6773822824301132,0.32261771756988683
199,0.7653935959891507,0.23460640401084937
200,0.7962678377269466,0.20373216227305335
201,0.859432926238981,0.14056707376101896
202,0.6042833105832001,0.39571668941679994
203,0.5009618576731367,0.4990381423268632
204,0.40417265581408834,0.5958273441859117
205,0.02632114849822309,0.9736788515017769
206,0.9111233746725143,0.08887662532748572
207,0.869603540823719,0.13039645917628093
208,0.865901635311648,0.13409836468835196
209,0.42511481734688583,0.5748851826531142
210,0.3316562443989549,0.6683437556010451
211,0.6291222692920788,0.3708777307079211
212,0.7763743041195718,0.22362569588042824
213,0.8738836430935353,0.12611635690646467
214,0.8279344478080847,0.17206555219191533
215,0.8069631496395618,0.19303685036043813
216,0.7702902738111447,0.2297097261888553
217,0.5320533092903075,0.46794669070969247
218,0.031204405212850173,0.9687955947871498
219,0.7933418331787985,0.2066581668212015
220,0.6934364553648498,0.3065635446351502
221,0.6036436820804758,0.39635631791952425
222,0.8700754157358701,0.12992458426412984
223,0.7600128020746654,0.2399871979253346
224,0.7291360254748411,0.27086397452515887
225,0.8331135371221956,0.16688646287780443
226,0.7646897789653527,0.23531022103464724
227,0.7932867694857043,0.20671323051429571
228,0.785896753487011,0.21410324651298895
229,0.7188915609305098,0.2811084390694903
230,0.784861516707028,0.21513848329297203
231,0.791432575956875,0.208567424043125
232,0.05130329230560382,0.9486967076943962
233,0.3772600651116832,0.6227399348883168
234,0.3089799478466638,0.6910200521533362
235,0.8279851010323731,0.17201489896762684
236,0.8115908804066768,0.18840911959332318
237,0.48951897999691696,0.510481020003083
238,0.7202793086764465,0.2797206913235535
239,0.7654735192471729,0.2345264807528271
240,0.8710568243541698,0.12894317564583024
241,0.5310796941329883,0.4689203058670117
242,0.8406087439842586,0.15939125601574144
243,0.9123102017933702,0.08768979820662975
244,0.898880000217823,0.101119999782177
245,0.7534293442519221,0.24657065574807788
246,0.7573078337467913,0.24269216625320864
247,0.7408156810018587,0.2591843189981413
248,0.7800408926675944,0.21995910733240567
249,0.841017391854453,0.158982608145547
250,0.8792792252103918,0.12072077478960815
251,0.12043991061071235,0.8795600893892876
252,0.6101699595518257,0.3898300404481743
253,0.7478781413867372,0.2521218586132628
254,0.5795599228576653,0.42044007714233467
255,0.7133365824728115,0.2866634175271885
256,0.41829462966688324,0.5817053703331168
257,0.87078397472713,0.12921602527287002
258,0.8122570319598053,0.18774296804019472
259,0.21642920456266856,0.7835707954373314
260,0.7363164842568224,0.2636835157431776
261,0.8094810896414153,0.19051891035858476
262,0.6766667452611216,0.3233332547388784
263,0.8054601832903495,0.19453981670965048
264,0.870531249394715,0.12946875060528498
265,0.7428909838053785,0.2571090161946214
266,0.018177419315814847,0.9818225806841852
267,0.881862244183015,0.118137755816985
268,0.6336211398983294,0.3663788601016706
269,0.889802888716073,0.11019711128392692
270,0.7856483362468379,0.21435166375316206
271,0.8573655158850937,0.14263448411490637
272,0.8633748272326112,0.13662517276738886
273,0.7577723034443056,0.24222769655569443
274,0.8415820890262323,0.15841791097376767
275,0.7604500430574848,0.2395499569425152
276,0.32720614175559204,0.672793858244408
